"Freq [GHz]","Phi [deg]","Theta [deg]","re(rEX) [V]","im(rEX) [V]"
2.5,90,-180,-0.992257870537792,2.92496643958241
2.5,90,-179.9,-1.07056407911251,2.89615383396161
2.5,90,-179.8,-1.14802856258208,2.86529834007748
2.5,90,-179.7,-1.22460107838044,2.83242635721603
2.5,90,-179.6,-1.30023246698664,2.79756530127858
2.5,90,-179.5,-1.37487464577069,2.76074353703811
2.5,90,-179.4,-1.44848059704132,2.72199031335325
2.5,90,-179.3,-1.52100435074193,2.68133570195003
2.5,90,-179.2,-1.59240096230084,2.63881054033452
2.5,90,-179.1,-1.66262648619615,2.59444637934552
2.5,90,-179,-1.73163794584301,2.54827543579653
2.5,90,-178.9,-1.79939330045001,2.50033055059078
2.5,90,-178.8,-1.86585140952424,2.45064515262269
2.5,90,-178.7,-1.93097199572731,2.39925322870591
2.5,90,-178.6,-1.99471560679995,2.34618929969073
2.5,90,-178.5,-2.05704357727915,2.29148840285571
2.5,90,-178.4,-2.11791799072878,2.23518608057866
2.5,90,-178.3,-2.17730164319429,2.17731837521265
2.5,90,-178.2,-2.23515800857135,2.11792183001476
2.5,90,-178.1,-2.29145120655095,2.05703349589849
2.5,90,-178,-2.34614597376757,1.99469094370757
2.5,90,-177.9,-2.39920763873326,1.93093228163924
2.5,90,-177.8,-2.45060210109072,1.86579617737997
2.5,90,-177.7,-2.50029581566213,1.79932188445714
2.5,90,-177.6,-2.54825578170828,1.73154927225643
2.5,90,-177.5,-2.59444953774651,1.66251885910816
2.5,90,-177.4,-2.63884516220514,1.59227184780596
2.5,90,-177.3,-2.68141128011884,1.52085016288999
2.5,90,-177.2,-2.72211707599405,1.44829648900194
2.5,90,-177.1,-2.76093231289666,1.37465430960521
2.5,90,-177,-2.7978273577378,1.29996794535443
2.5,90,-176.9,-2.83277321265673,1.22428259140251
2.5,90,-176.8,-2.86574155232624,1.14764435294069
2.5,90,-176.7,-2.89670476693339,1.07010027828644
2.5,90,-176.6,-2.92563601052,0.991698388860218
2.5,90,-176.5,-2.95250925430323,0.912487705424024
2.5,90,-176.4,-2.97729934453651,0.832518269997532
2.5,90,-176.3,-2.99998206441783,0.751841162912786
2.5,90,-176.2,-3.02053419950414,0.670508514523113
2.5,90,-176.1,-3.03893360605007,0.588573511139219
2.5,90,-176,-3.05515928165509,0.506090394829003
2.5,90,-175.9,-3.06919143757664,0.423114456784567
2.5,90,-175.8,-3.08101157204848,0.339702024028705
2.5,90,-175.7,-3.09060254393229,0.255910439305423
2.5,90,-175.6,-3.09794864602767,0.171798034071799
2.5,90,-175.5,-3.10303567737059,0.0874240945810966
2.5,90,-175.4,-3.10585101386262,0.00284882112039603
2.5,90,-175.3,-3.10638367659348,-0.0818667194637706
2.5,90,-175.2,-3.10462439724614,-0.166660647748968
2.5,90,-175.1,-3.10056568000742,-0.251470331961178
2.5,90,-175,-3.09420185944698,-0.336232454109859
2.5,90,-174.9,-3.08552915387271,-0.42088308164574
2.5,90,-174.8,-3.07454571372096,-0.505357744201635
2.5,90,-174.7,-3.0612516645946,-0.589591514929672
2.5,90,-174.6,-3.04564914461993,-0.673519095907858
2.5,90,-174.5,-3.02774233585442,-0.757074907055448
2.5,90,-174.4,-3.00753748953985,-0.84019317796883
2.5,90,-174.3,-2.98504294505959,-0.922808042070451
2.5,90,-174.2,-2.96026914252298,-1.00485363245014
2.5,90,-174.1,-2.93322862896367,-1.08626417877278
2.5,90,-174,-2.90393605820128,-1.1669741046282
2.5,90,-173.9,-2.87240818447673,-1.24691812470744
2.5,90,-173.8,-2.83866385002911,-1.32603134120569
2.5,90,-173.7,-2.80272396683688,-1.40424933887375
2.5,90,-173.6,-2.76461149279668,-1.48150827816829
2.5,90,-173.5,-2.72435140265879,-1.55774498598521
2.5,90,-173.4,-2.6819706540798,-1.63289704349879
2.5,90,-173.3,-2.63749814918806,-1.70690287067347
2.5,90,-173.2,-2.59096469208742,-1.77970180706218
2.5,90,-173.1,-2.54240294274849,-1.85123418855594
2.5,90,-173,-2.49184736775396,-1.92144141980275
2.5,90,-172.9,-2.43933418837543,-1.99026604206909
2.5,90,-172.8,-2.38490132646455,-2.05765179637286
2.5,90,-172.7,-2.32858834863887,-2.12354368177435
2.5,90,-172.6,-2.27043640923605,-2.18788800876706
2.5,90,-172.5,-2.21048819249559,-2.2506324477663
2.5,90,-172.4,-2.14878785440932,-2.31172607274603
2.5,90,-172.3,-2.08538096465645,-2.37111940012659
2.5,90,-172.2,-2.02031444901064,-2.42876442306341
2.5,90,-172.1,-1.95363653257292,-2.48461464133174
2.5,90,-172,-1.88539668414726,-2.53862508704292
2.5,90,-171.9,-1.81564556203553,-2.59075234646396
2.5,90,-171.8,-1.74443496148533,-2.64095457824338
2.5,90,-171.7,-1.67181776398047,-2.68919152837239
2.5,90,-171.6,-1.59784788851664,-2.73542454223149
2.5,90,-171.5,-1.5225802449593,-2.77961657408773
2.5,90,-171.4,-1.44607068953433,-2.82173219441702
2.5,90,-171.3,-1.36837598245544,-2.86173759543092
2.5,90,-171.2,-1.28955374764875,-2.89960059518479
2.5,90,-171.1,-1.20966243449208,-2.93529064063802
2.5,90,-171,-1.12876128144623,-2.96877881002455
2.5,90,-170.9,-1.04691028141908,-3.00003781487508
2.5,90,-170.8,-0.964170148669127,-3.02904200201057
2.5,90,-170.7,-0.880602287025759,-3.05576735580131
2.5,90,-170.6,-0.796268759178008,-3.08019150095574
2.5,90,-170.5,-0.711232256762237,-3.10229370607102
2.5,90,-170.4,-0.625556070963576,-3.1220548881414
2.5,90,-170.3,-0.539304063333996,-3.13945761818313
2.5,90,-170.2,-0.452540636523856,-3.15448612809504
2.5,90,-170.1,-0.365330704622403,-3.16712631883379
2.5,90,-170,-0.277739662805903,-3.17736576994194
2.5,90,-169.9,-0.189833356001169,-3.18519375042621
2.5,90,-169.8,-0.101678046284566,-3.19060123094341
2.5,90,-169.7,-0.0133403787544366,-3.1935808972129
2.5,90,-169.6,0.0751126543636751,-3.19412716453704
2.5,90,-169.5,0.163613751594641,-3.192236193277
2.5,90,-169.4,0.252095342260605,-3.18790590509873
2.5,90,-169.3,0.340489628852974,-3.18113599977531
2.5,90,-169.2,0.428728631850562,-3.17192797230655
2.5,90,-169.1,0.516744237069714,-3.16028513009493
2.5,90,-169,0.604468245595122,-3.14621260989965
2.5,90,-168.9,0.69183242630139,-3.12971739427702
2.5,90,-168.8,0.778768570937808,-3.11080832720674
2.5,90,-168.7,0.865208551710245,-3.08949612859901
2.5,90,-168.6,0.951084381256728,-3.06579340737739
2.5,90,-168.5,1.03632827487766,-3.03971467283676
2.5,90,-168.4,1.12087271484667,-3.01127634398435
2.5,90,-168.3,1.20465051659645,-2.9804967565847
2.5,90,-168.2,1.28759489654468,-2.94739616764605
2.5,90,-168.1,1.36963954129796,-2.91199675710598
2.5,90,-168,1.45071867795014,-2.87432262649768
2.5,90,-167.9,1.53076714517001,-2.83439979440536
2.5,90,-167.8,1.60972046476009,-2.79225618854547
2.5,90,-167.7,1.68751491335532,-2.7479216343429
2.5,90,-167.6,1.76408759392394,-2.70142783990326
2.5,90,-167.5,1.83937650673002,-2.65280837731728
2.5,90,-167.4,1.91332061941809,-2.60209866026797
2.5,90,-167.3,1.98585993588649,-2.5493359179465
2.5,90,-167.2,2.05693556362498,-2.49455916531782
2.5,90,-167.1,2.12648977920687,-2.43780916981127
2.5,90,-167,2.19446609164244,-2.37912841454457
2.5,90,-166.9,2.26080930332149,-2.3185610582215
2.5,90,-166.8,2.32546556829721,-2.25615289187287
2.5,90,-166.7,2.38838244769014,-2.19195129263776
2.5,90,-166.6,2.44950896202012,-2.12600517480673
2.5,90,-166.5,2.50879564030589,-2.05836493836992
2.5,90,-166.4,2.56619456580423,-1.98908241533189
2.5,90,-166.3,2.62165941829503,-1.91821081406908
2.5,90,-166.2,2.67514551285316,-1.84580466201779
2.5,90,-166.1,2.7266098350828,-1.77191974698752
2.5,90,-166,2.77601107282467,-1.69661305739829
2.5,90,-165.9,2.82330964438019,-1.61994272174079
2.5,90,-165.8,2.86846772332972,-1.54196794755377
2.5,90,-165.7,2.91144926005262,-1.46274896020588
2.5,90,-165.6,2.95222000008644,-1.38234694175816
2.5,90,-165.5,2.99074749948912,-1.3008239701684
2.5,90,-165.4,3.02700113739197,-1.21824295908185
2.5,90,-165.3,3.06095212595267,-1.13466759843172
2.5,90,-165.2,3.0925735179348,-1.05016229605025
2.5,90,-165.1,3.12184021215532,-0.964792120466108
2.5,90,-165,3.14872895705182,-0.878622745036629
2.5,90,-164.9,3.17321835262838,-0.791720393535212
2.5,90,-164.8,3.19528885104231,-0.704151787284809
2.5,90,-164.7,3.21492275609327,-0.615984093897897
2.5,90,-164.6,3.23210422187203,-0.527284877653536
2.5,90,-164.5,3.24681925081825,-0.438122051511278
2.5,90,-164.4,3.25905569142478,-0.34856383073283
2.5,90,-164.3,3.26880323581162,-0.258678688053133
2.5,90,-164.2,3.27605341737415,-0.168535310315597
2.5,90,-164.1,3.28079960868994,-0.0782025564607591
2.5,90,-164,3.28303701984445,0.0122505832662624
2.5,90,-163.9,3.28276269731091,0.102755027044581
2.5,90,-163.8,3.27997552349167,0.193241640316754
2.5,90,-163.7,3.27467621699961,0.283641273927948
2.5,90,-163.6,3.26686733372816,0.373884801766752
2.5,90,-163.5,3.25655326872743,0.463903158119937
2.5,90,-163.4,3.24374025887338,0.553627374957296
2.5,90,-163.3,3.22843638628576,0.642988619367775
2.5,90,-163.2,3.21065158242028,0.731918231365491
2.5,90,-163.1,3.19039763273151,0.82034776228082
2.5,90,-163,3.16768818177438,0.908209013944294
2.5,90,-162.9,3.14253873858658,0.995434078859692
2.5,90,-162.8,3.11496668216932,1.08195538154972
2.5,90,-162.7,3.08499126686278,1.16770572124001
2.5,90,-162.6,3.05263362739246,1.25261831602879
2.5,90,-162.5,3.01791678334738,1.33662684866712
2.5,90,-162.4,2.98086564283712,1.41966551405052
2.5,90,-162.3,2.94150700506525,1.50166906849771
2.5,90,-162.2,2.89986956154997,1.58257288086443
2.5,90,-162.1,2.85598389571995,1.66231298551186
2.5,90,-162,2.80988248061357,1.74082613712051
2.5,90,-161.9,2.76159967441436,1.81804986730991
2.5,90,-161.8,2.71117171356222,1.8939225429956
2.5,90,-161.7,2.65863670319147,1.96838342638497
2.5,90,-161.6,2.60403460466069,2.041372736485
2.5,90,-161.5,2.54740721995625,2.11283171196724
2.5,90,-161.4,2.48879817277206,2.18270267520875
2.5,90,-161.3,2.42825288609016,2.25092909730345
2.5,90,-161.2,2.36581855611218,2.31745566381507
2.5,90,-161.1,2.30154412241861,2.3822283410229
2.5,90,-161,2.23548023426157,2.44519444239315
2.5,90,-160.9,2.16767921292721,2.50630269499339
2.5,90,-160.8,2.09819501013485,2.56550330555521
2.5,90,-160.7,2.02708316247189,2.62274802588066
2.5,90,-160.6,1.9544007418959,2.67799021728138
2.5,90,-160.5,1.88020630236719,2.73118491373659
2.5,90,-160.4,1.80455982270699,2.78228888345554
2.5,90,-160.3,1.72752264580735,2.83126068853337
2.5,90,-160.2,1.64915741434834,2.87806074239573
2.5,90,-160.1,1.56952800320691,2.92265136473652
2.5,90,-160,1.48869944876762,2.96499683366576
2.5,90,-159.9,1.40673787537075,3.00506343479929
2.5,90,-159.8,1.32371041915472,3.04281950703986
2.5,90,-159.7,1.23968514956977,3.07823548481938
2.5,90,-159.6,1.15473098885686,3.11128393659385
