"Freq [GHz]","Phi [deg]","Theta [deg]","re(rEX) [V]","im(rEX) [V]"
2.5,90,-180,-0.98907998629025,3.1576782457781
2.5,90,-179.9,-1.32948205731231,3.02819977364742
2.5,90,-179.8,-1.65340465986953,2.86214872001814
2.5,90,-179.7,-1.95693181890649,2.66158004146458
2.5,90,-179.6,-2.23639986217329,2.42896652759335
2.5,90,-179.5,-2.48844184043069,2.16716819544644
2.5,90,-179.4,-2.71002827025159,1.87939697982009
2.5,90,-179.3,-2.89850370335085,1.56917715800957
2.5,90,-179.2,-3.05161867834692,1.24030199955889
2.5,90,-179.1,-3.16755666826727,0.896787177533598
2.5,90,-179,-3.24495569923481,0.542821517077488
2.5,90,-178.9,-3.28292438183299,0.182715689088564
2.5,90,-178.8,-3.28105216582191,-0.179150518644677
2.5,90,-178.7,-3.23941370029663,-0.53838170385228
2.5,90,-178.6,-3.15856725415597,-0.890620468144027
2.5,90,-178.5,-3.03954722497437,-1.23160049327955
2.5,90,-178.4,-2.88385083713451,-1.55719842499002
2.5,90,-178.3,-2.69341920147593,-1.86348392971862
2.5,90,-178.2,-2.4706129778649,-2.14676731318557
2.5,90,-178.1,-2.21818294813377,-2.4036441207454
2.5,90,-178,-1.93923586896092,-2.63103617767888
2.5,90,-177.9,-1.63719603170257,-2.82622857236498
2.5,90,-177.8,-1.31576300823648,-2.98690213614314
2.5,90,-177.7,-0.978866107903505,-3.11116102995356
2.5,90,-177.6,-0.630616110075635,-3.19755510882644
2.5,90,-177.5,-0.275254869260957,-3.24509680021234
2.5,90,-177.4,0.0828965854059121,-3.25327230018802
2.5,90,-177.3,0.439490817237717,-3.22204696188655
2.5,90,-177.2,0.790206967320579,-3.15186482220693
2.5,90,-177.1,1.1308033085372,-3.04364228506392
2.5,90,-177,1.4571687255257,-2.8987560512458
2.5,90,-176.9,1.76537249251129,-2.719025455469
2.5,90,-176.8,2.05171174337986,-2.50668943957715
2.5,90,-176.7,2.31275605819846,-2.26437845619189
2.5,90,-176.6,2.54538862725657,-1.99508165867917
2.5,90,-176.5,2.74684349712544,-1.70210979029012
2.5,90,-176.4,2.91473845263871,-1.38905423709047
2.5,90,-176.3,3.0471031434793,-1.0597427551614
2.5,90,-176.2,3.1424021234978,-0.718192422006497
2.5,90,-176.1,3.1995525342524,-0.368560394648418
2.5,90,-176,3.21793623074086,-0.0150930821768149
2.5,90,-175.9,3.19740621606569,0.337925641780599
2.5,90,-175.8,3.13828732197237,0.686226551246396
2.5,90,-175.7,3.04137114295267,1.02560686723106
2.5,90,-175.6,2.90790530203623,1.35198111247658
2.5,90,-175.5,2.73957719563015,1.66143040339004
2.5,90,-175.4,2.53849243196002,1.95024958203733
2.5,90,-175.3,2.30714824198859,2.21499161943545
2.5,90,-175.2,2.04840220235993,2.45250875664344
2.5,90,-175.1,1.7654366661984,2.65998989185337
2.5,90,-175,1.4617193488041,2.83499376928151
2.5,90,-174.9,1.1409605608208,2.97547757854273
2.5,90,-174.8,0.807067620762278,3.07982063069012
2.5,90,-174.7,0.464097011413499,3.14684283848316
2.5,90,-174.6,0.116204870197212,3.17581779294085
2.5,90,-174.5,-0.232403578175882,3.16648029503259
2.5,90,-174.4,-0.577525027759233,3.11902826962455
2.5,90,-174.3,-0.915008914058459,3.03411905768624
2.5,90,-174.2,-1.24080743587311,2.91286015141826
2.5,90,-174.1,-1.55102417094815,2.75679450454317
2.5,90,-174,-1.84196069959859,2.56788061567929
2.5,90,-173.9,-2.11016067706917,2.3484676456933
2.5,90,-173.8,-2.35245082873082,2.1012658894354
2.5,90,-173.7,-2.56597838184168,1.82931297758997
2.5,90,-173.6,-2.74824449300856,1.53593623485886
2.5,90,-173.5,-2.8971332810805,1.2247116657387
2.5,90,-173.4,-3.01093613034464,0.899420078233084
2.5,90,-173.3,-3.08837098787863,0.564000888497766
2.5,90,-173.2,-3.12859644099632,0.22250417529052
2.5,90,-173.1,-3.13122042512824,-0.120958428101032
2.5,90,-173,-3.09630347840382,-0.462263405244466
2.5,90,-172.9,-3.02435652582972,-0.797324987883435
2.5,90,-172.8,-2.91633324247037,-1.12214414702856
2.5,90,-172.7,-2.77361711061503,-1.43285635417354
2.5,90,-172.6,-2.59800334976533,-1.725777540637
2.5,90,-172.5,-2.39167595962091,-1.99744770756651
2.5,90,-172.4,-2.1571801743507,-2.24467167020586
2.5,90,-172.3,-1.89739068060631,-2.46455645722988
2.5,90,-172.2,-1.61547600133739,-2.65454492877711
2.5,90,-172.1,-1.31485949191497,-2.81244522472301
2.5,90,-172,-0.999177433848326,-2.93645570711159
2.5,90,-171.9,-0.672234744057142,-3.02518511683541
2.5,90,-171.8,-0.337958843861515,-3.07766772392004
2.5,90,-171.7,-0.000352251309579935,-3.09337331238031
2.5,90,-171.6,0.336555527035296,-3.07221190381405
2.5,90,-171.5,0.668756223273933,-3.01453318789712
2.5,90,-171.4,0.992310574372917,-2.92112069196335
2.5,90,-171.3,1.30339505609325,-2.7931807851102
2.5,90,-171.2,1.59834702886054,-2.63232667400228
2.5,90,-171.1,1.87370776193714,-2.44055760700963
2.5,90,-171,2.12626283072528,-2.22023355980561
2.5,90,-170.9,2.3530794164293,-1.97404572839638
2.5,90,-170.8,2.55154007718617,-1.70498320413856
2.5,90,-170.7,2.71937260460832,-1.4162962490662
2.5,90,-170.6,2.85467562889828,-1.11145662829166
2.5,90,-170.5,2.95593968866418,-0.794115488936997
2.5,90,-170.4,3.02206353761839,-0.468059301640405
2.5,90,-170.3,3.0523655187823,-0.137164400879574
2.5,90,-170.2,3.04658989692067,0.194649326032839
2.5,90,-170.1,3.00490810095281,0.523465044518548
2.5,90,-170,2.92791488928904,0.845415315939218
2.5,90,-169.9,2.8166195116805,1.15672762803408
2.5,90,-169.8,2.67243200051812,1.45376857528208
2.5,90,-169.7,2.49714478186737,1.73308617133344
2.5,90,-169.6,2.29290985120174,1.99144980118908
2.5,90,-169.5,2.06221181015955,2.22588735206631
2.5,90,-169.4,1.8078371081057,2.43371909845158
2.5,90,-169.3,1.53283987528377,2.61258795823466
2.5,90,-169.2,1.24050477242023,2.76048578249649
2.5,90,-169.1,0.934307314364008,2.87577539091405
2.5,90,-169,0.617872152362495,2.95720811721974
2.5,90,-168.9,0.294929820614435,3.00393668405846
2.5,90,-168.8,-0.0307275324140006,3.01552328324601
2.5,90,-168.7,-0.355290898888989,2.99194279515082
2.5,90,-168.6,-0.674979121538416,2.93358113900058
2.5,90,-168.5,-0.986083031601892,2.8412288036548
2.5,90,-168.4,-1.28500849820501,2.71606966509773
2.5,90,-168.3,-1.56831788904185,2.55966525192243
2.5,90,-168.2,-1.83276946454248,2.37393467275293
2.5,90,-168.1,-2.07535425549499,2.16113046927947
2.5,90,-168,-2.293330007011,1.92381070478923
2.5,90,-167.9,-2.48425180931858,1.66480764025024
2.5,90,-167.8,-2.64599907767216,1.38719338766601
2.5,90,-167.7,-2.77679858912494,1.09424296317244
2.5,90,-167.6,-2.87524333246305,0.789395189833774
2.5,90,-167.5,-2.94030697863691,0.476211922040091
2.5,90,-167.4,-2.971353831918,0.1583360796022
2.5,90,-167.3,-2.96814417611619,-0.160551010065112
2.5,90,-167.2,-2.93083498485713,-0.47677245894265
2.5,90,-167.1,-2.85997601949215,-0.786698353489311
2.5,90,-167,-2.75650139204517,-1.08678748421684
2.5,90,-166.9,-2.62171672306596,-1.37362778941925
2.5,90,-166.8,-2.4572820747456,-1.64397505150917
2.5,90,-166.7,-2.26519088758282,-1.89478940845546
2.5,90,-166.6,-2.04774519372581,-2.12326927178746
2.5,90,-166.5,-1.80752742135398,-2.32688227613783
2.5,90,-166.4,-1.54736914165822,-2.50339292289784
2.5,90,-166.3,-1.27031714272353,-2.65088662178012
2.5,90,-166.2,-0.97959724257724,-2.76778987839635
2.5,90,-166.1,-0.678576276554882,-2.85288642281503
2.5,90,-166,-0.370722711734358,-2.90532912289075
2.5,90,-165.9,-0.0595663533481964,-2.92464757635621
2.5,90,-165.8,0.251342385291295,-2.91075132664248
2.5,90,-165.7,0.558473176744402,-2.86392869853462
2.5,90,-165.6,0.858355969098248,-2.78484130047816
2.5,90,-165.5,1.14762021298389,-2.67451429003984
2.5,90,-165.4,1.4230326826789,-2.53432254712202
2.5,90,-165.3,1.6815334680849,-2.36597294549005
2.5,90,-165.2,1.92026973914581,-2.17148295648067
2.5,90,-165.1,2.13662691342477,-1.95315585894268
2.5,90,-165,2.32825689070011,-1.71355286608032
2.5,90,-164.9,2.49310305514285,-1.45546251254083
2.5,90,-164.8,2.62942178543728,-1.1818676734707
2.5,90,-164.7,2.73580025560652,-0.895910611076863
2.5,90,-164.6,2.8111703537844,-0.600856463245504
2.5,90,-164.5,2.85481859219867,-0.300055602819792
2.5,90,-164.4,2.86639192864443,0.00309469488255132
2.5,90,-164.3,2.8458994671799,0.305188834876233
2.5,90,-164.2,2.79371005311345,0.602851295454587
2.5,90,-164.1,2.71054582402604,0.892774397376746
2.5,90,-164,2.5974718240577,1.17175502659344
2.5,90,-163.9,2.4558818324677,1.43672990372283
2.5,90,-163.8,2.28748059907311,1.68480901389077
2.5,90,-163.7,2.09426271812434,1.91330683514826
2.5,90,-163.6,1.87848840807469,2.11977103214486
2.5,90,-163.5,1.64265649716299,2.30200831370103
2.5,90,-163.4,1.38947494343114,2.45810718796772
2.5,90,-163.3,1.12182924244323,2.58645738656643
2.5,90,-163.2,0.842749096342297,2.68576576898625
2.5,90,-163.1,0.555373733780657,2.75506856010805
2.5,90,-163,0.262916281566686,2.79373981652798
2.5,90,-162.9,-0.031372404484501,2.80149606086062
2.5,90,-162.8,-0.324240040055829,2.7783970669146
2.5,90,-162.7,-0.612468937437856,2.72484282204702
2.5,90,-162.6,-0.892911355751691,2.64156673563066
2.5,90,-162.5,-1.16252378847101,2.5296252039324
2.5,90,-162.4,-1.41839981634276,2.39038368135285
2.5,90,-162.3,-1.65780117372602,2.22549944548316
2.5,90,-162.2,-1.87818670001046,2.03690127840229
2.5,90,-162.1,-2.0772388748306,1.82676631870126
2.5,90,-162,-2.25288766591256,1.59749436755392
2.5,90,-161.9,-2.40333145118912,1.35167995747685
2.5,90,-161.8,-2.52705481190261,1.09208251398799
2.5,90,-161.7,-2.62284303034994,0.821594957996532
2.5,90,-161.6,-2.6897931642769,0.543211110284394
2.5,90,-161.5,-2.72732160924652,0.259992268775296
2.5,90,-161.4,-2.73516810013698,-0.0249666656155553
2.5,90,-161.3,-2.71339614281445,-0.308571137907041
2.5,90,-161.2,-2.66238990652877,-0.587760589449512
2.5,90,-161.1,-2.58284764625736,-0.859541443933828
2.5,90,-161,-2.47577176165604,-1.12101907455974
2.5,90,-160.9,-2.34245563506321,-1.36942841309738
2.5,90,-160.8,-2.18446742476971,-1.60216288032747
2.5,90,-160.7,-2.00363102116306,-1.81680133939916
2.5,90,-160.6,-1.80200440206587,-2.01113279871098
2.5,90,-160.5,-1.58185564933116,-2.18317861868224
2.5,90,-160.4,-1.34563691129029,-2.33121200689055
2.5,90,-160.3,-1.09595661476603,-2.45377461814209
2.5,90,-160.2,-0.835550245900302,-2.54969010973284
2.5,90,-160.1,-0.567250030885521,-2.61807453705303
2.5,90,-160,-0.293953855746697,-2.65834351038622
2.5,90,-159.9,-0.0185937685716312,-2.67021606984958
2.5,90,-159.8,0.25589559197267,-2.65371527151412
2.5,90,-159.7,0.526608301308985,-2.60916551343356
2.5,90,-159.6,0.790697853250595,-2.53718666521386
2.5,90,-159.5,1.04540694088979,-2.43868509850104
2.5,90,-159.4,1.28809600490296,-2.31484174799999
2.5,90,-159.3,1.51627025714382,-2.16709736303201
2.5,90,-159.2,1.72760490736822,-1.99713513788907
2.5,90,-159.1,1.9199683435779,-1.8068609350727
2.5,90,-159,2.0914430415019,-1.59838133866763
2.5,90,-158.9,2.24034400583546,-1.37397979539022
2.5,90,-158.8,2.36523457471782,-1.13609111808025
2.5,90,-158.7,2.46493944919491,-0.887274640445418
2.5,90,-158.6,2.53855484074506,-0.630186322607351
2.5,90,-158.5,2.58545566198302,-0.367550114374248
2.5,90,-158.4,2.60529971804544,-0.102128887153285
2.5,90,-158.3,2.59802888854523,0.163304753981126
2.5,90,-158.2,2.56386732201298,0.425997469276644
2.5,90,-158.1,2.50331669608277,0.683243691546675
2.5,90,-158,2.41714862700179,0.932413347990132
2.5,90,-157.9,2.3063943410389,1.1709785150179
2.5,90,-157.8,2.17233174774714,1.39653873944742
2.5,90,-157.7,2.01647008053243,1.60684477696049
2.5,90,-157.6,1.84053229335387,1.79982051863579
2.5,90,-157.5,1.64643542341347,1.97358289841402
2.5,90,-157.4,1.43626914820194,2.12645959825814
2.5,90,-157.3,1.21227278109246,2.25700439325458
2.5,90,-157.2,0.976810962696615,2.36401000566218
2.5,90,-157.1,0.732348315319816,2.44651836465319
2.5,90,-157,0.481423335020948,2.50382819689352
2.5,90,-156.9,0.22662179996574,2.53549990186649
2.5,90,-156.8,-0.0294500250316596,2.54135769464736
2.5,90,-156.7,-0.284192109618063,2.52148902737978
2.5,90,-156.6,-0.535037031108407,2.47624132869435
2.5,90,-156.5,-0.779475733622555,2.40621612745965
2.5,90,-156.4,-1.01508241701673,2.31226065329642
2.5,90,-156.3,-1.23953831201419,2.19545703096239
2.5,90,-156.2,-1.45065411280252,2.05710920879457
2.5,90,-156.1,-1.64639085536322,1.89872778266339
2.5,90,-156,-1.82487904871454,1.722012896159
2.5,90,-155.9,-1.98443588685323,1.52883541482884
2.5,90,-155.8,-2.12358039123004,1.32121658707734
2.5,90,-155.7,-2.24104635683504,1.10130641670952
2.5,90,-155.6,-2.33579299913911,0.871360981966144
2.5,90,-155.5,-2.40701322397206,0.633718943199432
2.5,90,-155.4,-2.4541394676468,0.390777486048613
2.5,90,-155.3,-2.47684707999747,0.14496794908572
2.5,90,-155.2,-2.47505524822227,-0.1012686155546
2.5,90,-155.1,-2.44892548425385,-0.345505703026044
2.5,90,-155,-2.39885772257368,-0.585355197989911
2.5,90,-154.9,-2.32548409870498,-0.818490565855503
2.5,90,-154.8,-2.22966050084091,-1.04266917068457
2.5,90,-154.7,-2.11245600798239,-1.25575350947073
2.5,90,-154.6,-1.97514034738533,-1.45573116649206
2.5,90,-154.5,-1.81916952187916,-1.64073330716503
2.5,90,-154.4,-1.64616977357049,-1.80905154810318
2.5,90,-154.3,-1.45792006445483,-1.95915305871049
2.5,90,-154.2,-1.25633326642524,-2.08969376939294
2.5,90,-154.1,-1.04343626300487,-2.19952958213937
2.5,90,-154,-0.821349172778926,-2.28772550057612
2.5,90,-153.9,-0.592263909932256,-2.35356261841034
2.5,90,-153.8,-0.358422300489581,-2.39654292721963
2.5,90,-153.7,-0.122093973825795,-2.41639192659185
2.5,90,-153.6,0.114445752208197,-2.41305904145116
2.5,90,-153.5,0.348937777560271,-2.38671587280806
2.5,90,-153.4,0.579160708085664,-2.33775232893906
2.5,90,-153.3,0.802951723316898,-2.26677070394068
2.5,90,-153.2,1.01822663096564,-2.17457778953056
2.5,90,-153.1,1.22299892620294,-2.06217512371822
2.5,90,-153,1.41539768632615,-1.9307474963859
2.5,90,-152.9,1.59368414541016,-1.78164984677227
2.5,90,-152.8,1.75626680879928,-1.61639270121646
2.5,90,-152.7,1.90171498363961,-1.4366263112011
2.5,90,-152.6,2.02877061890471,-1.24412366164637
2.5,90,-152.5,2.13635836633985,-1.04076252749179
2.5,90,-152.4,2.22359379224997,-0.828506762818135
2.5,90,-152.3,2.28978968889713,-0.609387011081404
2.5,90,-152.2,2.33446045325917,-0.385481027454183
2.5,90,-152.1,2.35732451984775,-0.158893804811354
2.5,90,-152,2.35830485300714,0.0682623064132167
2.5,90,-151.9,2.33752752243779,0.293887297377043
2.5,90,-151.8,2.29531840344197,0.515912836705316
2.5,90,-151.7,2.23219806041395,0.732321067298898
2.5,90,-151.6,2.14887488824359,0.941162696319572
2.5,90,-151.5,2.04623660143462,1.1405742200819
2.5,90,-151.4,1.92534017473255,1.32879413638459
2.5,90,-151.3,1.78740035180174,1.50417800880935
2.5,90,-151.2,1.63377684989159,1.66521226056105
2.5,90,-151.1,1.46596039840835,1.81052658937167
2.5,90,-151,1.28555775779436,1.9389049096933
2.5,90,-150.9,1.09427587206706,2.04929474370179
2.5,90,-150.8,0.893905313745604,2.14081499837074
2.5,90,-150.7,0.686303183683589,2.21276208189167
2.5,90,-150.6,0.473375630525309,2.2646143288564
2.5,90,-150.5,0.257060155126003,2.29603471972682
2.5,90,-150.4,0.0393078643534435,2.30687189604272
2.5,90,-150.3,-0.177934163742562,2.29715948841779
2.5,90,-150.2,-0.392740245284862,2.26711378950558
2.5,90,-150.1,-0.603223033600447,2.21712981865219
2.5,90,-150,-0.807549893645432,2.14777583876678
2.5,90,-149.9,-1.0039585693136,2.05978639892377
2.5,90,-149.8,-1.19077201400855,1.95405398825832
2.5,90,-149.7,-1.36641226475341,1.83161939773945
2.5,90,-149.6,-1.52941325089851,1.6936608963244
2.5,90,-149.5,-1.67843244004791,1.54148233674501
2.5,90,-149.4,-1.81226123603249,1.3765003137018
2.5,90,-149.3,-1.92983405649026,1.2002305034971
2.5,90,-149.2,-2.03023603073784,1.0142733191015
2.5,90,-149.1,-2.11270927200706,0.820299018301241
2.5,90,-149,-2.17665769164856,0.620032404908854
2.5,90,-148.9,-2.22165033643986,0.415237264056672
2.5,90,-148.8,-2.24742324356244,0.207700672336752
2.5,90,-148.7,-2.25387982100504,-0.000782677949158452
2.5,90,-148.6,-2.24108977400014,-0.208426003883122
2.5,90,-148.5,-2.20928661049608,-0.413465673691147
2.5,90,-148.4,-2.15886377050986,-0.614176037459727
2.5,90,-148.3,-2.09036943540114,-0.808883725091595
2.5,90,-148.2,-2.00450008357125,-0.995981296722715
2.5,90,-148.1,-1.90209286874649,-1.17394013862547
2.5,90,-148,-1.78411690578508,-1.34132250620046
2.5,90,-147.9,-1.65166355679575,-1.49679262491354
2.5,90,-147.8,-1.50593581722403,-1.63912676987209
2.5,90,-147.7,-1.34823690741399,-1.76722225505007
2.5,90,-147.6,-1.17995817996086,-1.880105273865
2.5,90,-147.5,-1.00256645691536,-1.97693754377808
2.5,90,-147.4,-0.817590913578843,-2.057021718727
2.5,90,-147.3,-0.626609627238629,-2.11980554441092
2.5,90,-147.2,-0.431235909750232,-2.16488474262508
2.5,90,-147.1,-0.23310454239579,-2.19200462189531
2.5,90,-147,-0.0338580299673689,-2.20106042249568
2.5,90,-146.9,0.164867011424518,-2.19209641445682
2.5,90,-146.8,0.361453221685616,-2.1653037773064
2.5,90,-146.7,0.554315512325252,-2.12101729994701
2.5,90,-146.6,0.741913628455862,-2.0597109482004
2.5,90,-146.5,0.922764161166312,-1.98199235606447
2.5,90,-146.4,1.09545192070859,-1.88859630458444
2.5,90,-146.3,1.25864058802836,-1.78037725937955
2.5,90,-146.2,1.41108256978875,-1.65830104425075
2.5,90,-146.1,1.55162799011233,-1.52343573388673
2.5,90,-146,1.67923276071604,-1.37694185345745
2.5,90,-145.9,1.79296567985586,-1.22006197681833
2.5,90,-145.8,1.89201451945411,-1.05410981813078
2.5,90,-145.7,1.97569106886969,-0.880458913931402
2.5,90,-145.6,2.04343511291037,-0.7005309940591
2.5,90,-145.5,2.0948173308016,-0.515784140381527
2.5,90,-145.4,2.12954111183877,-0.327700831972987
2.5,90,-145.3,2.147443292291,-0.137775974303585
2.5,90,-145.2,2.14849382672313,0.0524949918631353
2.5,90,-145.1,2.13279441519439,0.241627808765265
2.5,90,-145,2.10057611571737,0.428160857326011
2.5,90,-144.9,2.05219597886324,0.610666264363948
2.5,90,-144.8,1.98813274842835,0.787760580014818
2.5,90,-144.7,1.90898167858834,0.958114949141453
2.5,90,-144.6,1.8154485239195,1.12046470609313
2.5,90,-144.5,1.70834276402848,1.27361832819593
2.5,90,-144.4,1.58857012927538,1.4164656897447
2.5,90,-144.3,1.45712449817521,1.54798556497507
2.5,90,-144.2,1.31507924050869,1.66725233544421
2.5,90,-144.1,1.16357808294917,1.77344186439259
2.5,90,-144,1.0038255761175,1.86583650792349
2.5,90,-143.9,0.837077243411699,1.94382924016657
2.5,90,-143.8,0.664629492727543,2.00692687692525
2.5,90,-143.7,0.487809372304199,2.0547523895852
2.5,90,-143.6,0.307964251410881,2.08704630822878
2.5,90,-143.5,0.126451505457064,2.10366721990237
2.5,90,-143.4,-0.0553717166120625,2.10459137477114
2.5,90,-143.3,-0.236158567055052,2.08991141942027
2.5,90,-143.2,-0.414582343437007,2.05983428277973
2.5,90,-143.1,-0.5893460326208,2.01467824602117
2.5,90,-143,-0.759191488923194,1.95486923326359
2.5,90,-142.9,-0.922908184868299,1.88093636499865
2.5,90,-142.8,-1.07934147749918,1.79350682077645
2.5,90,-142.7,-1.22740033805293,1.6933000618577
2.5,90,-142.6,-1.36606449792743,1.58112146821703
2.5,90,-142.5,-1.49439096921927,1.45785544746086
2.5,90,-142.4,-1.61151990364235,1.32445807589244
2.5,90,-142.3,-1.71667975930479,1.18194933410741
2.5,90,-142.2,-1.80919175057428,1.03140500113679
2.5,90,-142.1,-1.88847356205752,0.873948272270728
2.5,90,-142,-1.95404231351147,0.710741166302011
2.5,90,-141.9,-2.0055167682491,0.542975788034105
2.5,90,-141.8,-2.04261878325975,0.371865511515314
2.5,90,-141.7,-2.0651740047924,0.198636148607848
2.5,90,-141.6,-2.07311181851377,0.0245171661957711
2.5,90,-141.5,-2.0664645685153,-0.149266986398696
2.5,90,-141.4,-2.0453660643724,-0.321505380357433
2.5,90,-141.3,-2.01004940012529,-0.491008883750512
2.5,90,-141.2,-1.96084411342772,-0.656618157306614
2.5,90,-141.1,-1.89817271717252,-0.817211318693879
2.5,90,-141,-1.82254663963157,-0.971711227900226
2.5,90,-140.9,-1.73456161252494,-1.11909235001593
