"Freq [GHz]","Phi [deg]","Theta [deg]","re(rEX) [V]","im(rEX) [V]"
2.5,90,-180,-1.63437710058668,3.35941405358787
2.5,90,-179.9,-1.3221601568029,3.49635090687738
2.5,90,-179.8,-0.998598861582278,3.60438878559791
2.5,90,-179.7,-0.666355677503472,3.68260027549388
2.5,90,-179.6,-0.328167748052485,3.73030198999609
2.5,90,-179.5,0.0131753380090759,3.74706048469625
2.5,90,-179.4,0.354854242379525,3.73269615939433
2.5,90,-179.3,0.694042852389682,3.68728511252989
2.5,90,-179.2,1.02793135228493,3.61115892886806
2.5,90,-179.1,1.3537492060389,3.50490239757336
2.5,90,-179,1.66878786729872,3.36934917414654
2.5,90,-178.9,1.97042303366604,3.20557541599965
2.5,90,-178.8,2.2561362655555,3.01489143757681
2.5,90,-178.7,2.5235357943158,2.79883144677114
2.5,90,-178.6,2.77037635013073,2.5591414398189
2.5,90,-178.5,2.99457784739928,2.29776534674928
2.5,90,-178.4,3.19424277377592,2.01682953371816
2.5,90,-178.3,3.36767213878541,1.71862578203703
2.5,90,-178.2,3.51337984883454,1.40559287632413
2.5,90,-178.1,3.63010538745878,1.08029694584168
2.5,90,-178,3.71682469267562,0.745410713648759
2.5,90,-177.9,3.77275913727389,0.403691817606272
2.5,90,-177.8,3.79738253265262,0.0579603754287027
2.5,90,-177.7,3.79042609231974,-0.288924027176454
2.5,90,-177.6,3.75188130725877,-0.634085740777418
2.5,90,-177.5,3.68200070194659,-0.974656660362182
2.5,90,-177.4,3.58129645673229,-1.30779984627331
2.5,90,-177.3,3.4505368994356,-1.63073296580573
2.5,90,-177.2,3.29074088625765,-1.94075136383425
2.5,90,-177.1,3.10317010928442,-2.23525057286279
2.5,90,-177,2.88931938486168,-2.5117480764615
2.5,90,-176.9,2.65090499380044,-2.76790414514173
2.5,90,-176.8,2.38985116058571,-3.00154157031265
2.5,90,-176.7,2.10827477438663,-3.21066413000116
2.5,90,-176.6,1.80846846956473,-3.3934736294639
2.5,90,-176.5,1.49288219741798,-3.54838537061154
2.5,90,-176.4,1.16410343397644,-3.6740419162133
2.5,90,-176.3,0.824836180641034,-3.76932502808771
2.5,90,-176.2,0.477878925247198,-3.83336567279738
2.5,90,-176.1,0.126101740619797,-3.86555200365862
2.5,90,-176,-0.227577294209331,-3.86553524402526
2.5,90,-175.9,-0.580216158312058,-3.83323341369087
2.5,90,-175.8,-0.928873241794378,-3.7688328577404
2.5,90,-175.7,-1.27063178692368,-3.67278755513125
2.5,90,-175.6,-1.60262421515334,-3.54581620255219
2.5,90,-175.5,-1.92205613753531,-3.38889708754581
2.5,90,-175.4,-2.22622984747978,-3.20326078333624
2.5,90,-175.3,-2.51256709798188,-2.99038071612144
2.5,90,-175.2,-2.7786309702662,-2.75196167361744
2.5,90,-175.1,-3.02214664728357,-2.48992634122342
2.5,90,-175,-3.24102091358977,-2.20639996915982
2.5,90,-174.9,-3.43336021278395,-1.90369329017055
2.5,90,-174.8,-3.59748710482769,-1.5842838227257
2.5,90,-174.7,-3.73195497811251,-1.25079570897961
