"Freq [GHz]","Phi [deg]","Theta [deg]","re(rEX) [V]","im(rEX) [V]"
2.5,90,-180,-1.43644178949502,3.1566072102877
2.5,90,-179.9,-1.47328209945025,3.13928500299887
2.5,90,-179.8,-1.50991636065262,3.12152150045468
2.5,90,-179.7,-1.54633646534254,3.10331957211828
2.5,90,-179.6,-1.58253461463507,3.08468246958587
2.5,90,-179.5,-1.61850334937223,3.06561381304124
2.5,90,-179.4,-1.65423557705048,3.04611757439842
2.5,90,-179.3,-1.68972459453841,3.0261980573413
2.5,90,-179.2,-1.7249641063542,3.00585987450434
2.5,90,-179.1,-1.75994823833053,2.98510792206976
2.5,90,-179,-1.79467154655377,2.96394735208455
2.5,90,-178.9,-1.82912902152489,2.94238354282462
2.5,90,-178.8,-1.86331608755026,2.92042206755282
2.5,90,-178.7,-1.8972285974308,2.8980686620333
2.5,90,-178.6,-1.93086282257687,2.87532919117485
2.5,90,-178.5,-1.96421543873324,2.85220961518213
2.5,90,-178.4,-1.99728350755209,2.82871595559523
2.5,90,-178.3,-2.03006445430337,2.80485426159412
2.5,90,-178.2,-2.06255604205749,2.78063057693727
2.5,90,-178.1,-2.09475634271741,2.75605090789092
2.5,90,-178,-2.12666370531384,2.73112119248907
2.5,90,-177.9,-2.15827672200769,2.70584727144388
2.5,90,-177.8,-2.18959419226903,2.68023486100162
2.5,90,-177.7,-2.22061508572024,2.65428952801201
2.5,90,-177.6,-2.25133850414258,2.6280166674483
2.5,90,-177.5,-2.28176364315141,2.6014214825821
2.5,90,-177.4,-2.31188975404313,2.57450896798212
2.5,90,-177.3,-2.34171610630941,2.54728389546921
2.5,90,-177.2,-2.37124195129958,2.5197508031218
2.5,90,-177.1,-2.40046648749143,2.49191398738786
2.5,90,-177,-2.42938882780413,2.46377749831994
2.5,90,-176.9,-2.45800796935444,2.4353451379124
2.5,90,-176.8,-2.48632276602065,2.40662046148143
2.5,90,-176.7,-2.51433190413668,2.37760678199256
2.5,90,-176.6,-2.54203388159276,2.3483071772059
2.5,90,-176.5,-2.56942699057065,2.31872449947612
2.5,90,-176.4,-2.59650930408895,2.28886138801523
2.5,90,-176.3,-2.62327866648079,2.25872028339821
2.5,90,-176.2,-2.64973268787097,2.22830344406821
2.5,90,-176.1,-2.67586874266441,2.19761296457721
2.5,90,-176,-2.70168397200239,2.16665079528142
2.5,90,-175.9,-2.72717529008873,2.1354187631978
2.5,90,-175.8,-2.75233939423573,2.10391859371874
2.5,90,-175.7,-2.7771727784295,2.07215193287736
2.5,90,-175.6,-2.8016717501667,2.0401203698547
2.5,90,-175.5,-2.82583245027203,2.00782545942305
2.5,90,-175.4,-2.84965087536555,1.97526874402692
2.5,90,-175.3,-2.87312290261499,1.94245177521374
2.5,90,-175.2,-2.89624431637839,1.90937613414046
2.5,90,-175.1,-2.91901083631853,1.87604345090059
2.5,90,-175,-2.9414181465523,1.8424554224361
2.5,90,-174.9,-2.96346192538612,1.80861382882317
2.5,90,-174.8,-2.9851378751823,1.77452054774607
2.5,90,-174.7,-3.00644175190146,1.7401775670019
2.5,90,-174.6,-3.02736939387239,1.7055869949089
2.5,90,-174.5,-3.0479167493529,1.67075106852184
2.5,90,-174.4,-3.06807990246376,1.63567215959033
2.5,90,-174.3,-3.08785509710097,1.60035277822819
2.5,90,-174.2,-3.10723875846134,1.56479557429469
2.5,90,-174.1,-3.12622751184949,1.52900333652032
2.5,90,-174,-3.14481819847311,1.49297898944144
2.5,90,-173.9,-3.16300788797509,1.45672558823801
2.5,90,-173.8,-3.1807938874965,1.4202463115972
2.5,90,-173.7,-3.19817374711243,1.38354445275243
2.5,90,-173.6,-3.21514526153278,1.34662340887165
2.5,90,-173.5,-3.23170646801113,1.30948666899046
2.5,90,-173.4,-3.24785564045733,1.27213780070481
2.5,90,-173.3,-3.26359127980103,1.23458043585408
2.5,90,-173.2,-3.27891210070493,1.19681825543782
2.5,90,-173.1,-3.29381701477641,1.15885497401947
2.5,90,-173,-3.30830511047415,1.12069432387582
2.5,90,-172.9,-3.32237562995168,1.08234003915409
2.5,90,-172.8,-3.33602794312181,1.04379584029747
2.5,90,-172.7,-3.34926151926432,1.00506541899543
2.5,90,-172.6,-3.36207589653329,0.966152423907953
2.5,90,-172.5,-3.37447064975011,0.927060447401464
2.5,90,-172.4,-3.38644535689229,0.887793013520928
2.5,90,-172.3,-3.39799956470747,0.848353567405291
2.5,90,-172.2,-3.40913275389572,0.808745466334519
2.5,90,-172.1,-3.41984430431063,0.768971972574647
2.5,90,-172,-3.43013346063217,0.729036248163467
2.5,90,-171.9,-3.43999929896025,0.688941351754297
2.5,90,-171.8,-3.44944069476867,0.648690237608089
2.5,90,-171.7,-3.45845629264386,0.60828575679668
2.5,90,-171.6,-3.46704447821274,0.567730660650962
2.5,90,-171.5,-3.4752033526383,0.52702760645915
2.5,90,-171.4,-3.48293071003143,0.486179165391609
2.5,90,-171.3,-3.49022401809294,0.445187832599888
2.5,90,-171.2,-3.49708040226141,0.404056039410139
2.5,90,-171.1,-3.50349663360072,0.362786167504587
2.5,90,-171,-3.50946912061646,0.321380564959196
2.5,90,-170.9,-3.51499390514385,0.279841563982575
2.5,90,-170.8,-3.52006666240092,0.238171500179289
2.5,90,-170.7,-3.52468270525185,0.196372733141688
2.5,90,-170.6,-3.52883699267487,0.15444766815742
2.5,90,-170.5,-3.53252414237989,0.112398778805464
2.5,90,-170.4,-3.53573844747221,0.0702286302023096
2.5,90,-170.3,-3.53847389701116,0.0279399026510802
2.5,90,-170.2,-3.54072420026744,-0.0144645845590896
2.5,90,-170.1,-3.5424828144402,-0.0569818494586557
2.5,90,-170,-3.54374297555526,-0.0996087240633473
2.5,90,-169.9,-3.54449773222994,-0.142341831651228
2.5,90,-169.8,-3.54473998195809,-0.185177564896596
2.5,90,-169.7,-3.54446250954104,-0.228112065096816
2.5,90,-169.6,-3.54365802726757,-0.271141202716582
2.5,90,-169.5,-3.54231921642774,-0.314260559459909
2.5,90,-169.4,-3.54043876973279,-0.357465412063383
2.5,90,-169.3,-3.53800943420542,-0.400750717986012
2.5,90,-169.2,-3.53502405410269,-0.444111103150149
2.5,90,-169.1,-3.53147561343641,-0.487540851866184
2.5,90,-169,-3.52735727766424,-0.531033899050408
2.5,90,-168.9,-3.52266243413769,-0.574583824820884
2.5,90,-168.8,-3.51738473091135,-0.618183851531377
2.5,90,-168.7,-3.51151811354002,-0.66182684327777
2.5,90,-168.6,-3.50505685951747,-0.70550530788578
2.5,90,-168.5,-3.49799561004091,-0.749211401363614
2.5,90,-168.4,-3.49032939881965,-0.792936934777912
2.5,90,-168.3,-3.48205367768335,-0.836673383487425
2.5,90,-168.2,-3.47316433878495,-0.880411898645651
2.5,90,-168.1,-3.46365773323491,-0.924143320861517
2.5,90,-168,-3.45353068604651,-0.967858195887429
2.5,90,-167.9,-3.44278050731596,-1.01154679218426
2.5,90,-167.8,-3.43140499960512,-1.05519912019728
2.5,90,-167.7,-3.41940246153912,-1.09880495316129
2.5,90,-167.6,-3.40677168767421,-1.14235384924129
2.5,90,-167.5,-3.3935119647333,-1.18583517480449
2.5,90,-167.4,-3.37962306434716,-1.22923812861164
2.5,90,-167.3,-3.36510523247694,-1.27255176671027
2.5,90,-167.2,-3.34995917572933,-1.31576502780915
2.5,90,-167.1,-3.33418604480764,-1.35886675891315
2.5,90,-167,-3.3177874153709,-1.40184574099916
2.5,90,-166.9,-3.30076526659817,-1.44469071451754
2.5,90,-166.8,-3.28312195777593,-1.48739040451073
2.5,90,-166.7,-3.26486020324321,-1.52993354514819
2.5,90,-166.6,-3.24598304604133,-1.57230890348801
2.5,90,-166.5,-3.22649383062281,-1.61450530228726
2.5,90,-166.4,-3.20639617497734,-1.65651164169716
2.5,90,-166.3,-3.18569394253123,-1.69831691969472
2.5,90,-166.2,-3.16439121417098,-1.7399102511186
2.5,90,-166.1,-3.14249226073188,-1.78128088519484
2.5,90,-166,-3.12000151627782,-1.82241822145661
2.5,90,-165.9,-3.09692355248091,-1.86331182398049
2.5,90,-165.8,-3.07326305438769,-1.90395143388183
2.5,90,-165.7,-3.0490247978336,-1.94432698003067
2.5,90,-165.6,-3.02421362873974,-1.98442858796915
2.5,90,-165.5,-2.9988344444956,-2.02424658703046
2.5,90,-165.4,-2.97289217759864,-2.06377151567768
2.5,90,-165.3,-2.94639178168805,-2.10299412509865
2.5,90,-165.2,-2.91933822007397,-2.14190538110995
2.5,90,-165.1,-2.89173645682813,-2.18049646443875
2.5,90,-165,-2.86359145046493,-2.21875876946583
2.5,90,-164.9,-2.83490815020638,-2.25668390152632
2.5,90,-164.8,-2.80569149478848,-2.29426367287627
2.5,90,-164.7,-2.77594641373255,-2.33149009744355
2.5,90,-164.6,-2.74567783097227,-2.3683553844898
2.5,90,-164.5,-2.71489067069602,-2.40485193131724
2.5,90,-164.4,-2.68358986523603,-2.44097231515905
2.5,90,-164.3,-2.65178036480956,-2.4767092843954
2.5,90,-164.2,-2.61946714889482,-2.51205574923913
2.5,90,-164.1,-2.5866552390041,-2.54700477203458
2.5,90,-164,-2.5533497126008,-2.58154955731192
2.5,90,-163.9,-2.51955571789396,-2.61568344173563
2.5,90,-163.8,-2.48527848923506,-2.64939988408148
2.5,90,-163.7,-2.45052336283651,-2.68269245536989
2.5,90,-163.6,-2.41529579253009,-2.71555482927635
2.5,90,-163.5,-2.37960136528542,-2.74798077293144
2.5,90,-163.4,-2.34344581621528,-2.77996413821253
2.5,90,-163.3,-2.30683504280366,-2.81149885361998
2.5,90,-163.2,-2.26977511810577,-2.84257891681876
2.5,90,-163.1,-2.23227230268541,-2.87319838791522
2.5,90,-163,-2.1943330550743,-2.9033513835264
2.5,90,-162.9,-2.15596404056013,-2.93303207168712
2.5,90,-162.8,-2.11717213813395,-2.96223466762776
2.5,90,-162.7,-2.07796444545441,-2.99095343044295
2.5,90,-162.6,-2.03834828171392,-3.01918266065985
2.5,90,-162.5,-1.99833118832138,-3.04691669870218
2.5,90,-162.4,-1.95792092734646,-3.07414992423543
2.5,90,-162.3,-1.91712547770108,-3.10087675636748
2.5,90,-162.2,-1.87595302906454,-3.12709165466918
2.5,90,-162.1,-1.83441197358985,-3.15278912096989
2.5,90,-162,-1.79251089545816,-3.17796370187471
2.5,90,-161.9,-1.75025855837783,-3.2026099919428
2.5,90,-161.8,-1.70766389115179,-3.22672263745949
2.5,90,-161.7,-1.66473597146283,-3.2502963407299
2.5,90,-161.6,-1.62148400805046,-3.27332586481712
2.5,90,-161.5,-1.57791732147413,-3.29580603864517
2.5,90,-161.4,-1.53404532367686,-3.31773176238449
2.5,90,-161.3,-1.48987749657928,-3.33909801303704
2.5,90,-161.2,-1.44542336994731,-3.35989985013807
2.5,90,-161.1,-1.40069249878673,-3.38013242149254
2.5,90,-161,-1.35569444052476,-3.39979096886659
2.5,90,-160.9,-1.31043873224237,-3.41887083355699
2.5,90,-160.8,-1.2649348682213,-3.43736746176597
2.5,90,-160.7,-1.21919227806675,-3.45527640971288
2.5,90,-160.6,-1.17322030566059,-3.4725933484198
2.5,90,-160.5,-1.1270281891905,-3.4893140681143
2.5,90,-160.4,-1.08062504248836,-3.50543448219861
2.5,90,-160.3,-1.034019837896,-3.52095063074179
2.5,90,-160.2,-0.987221390858717,-3.53585868345855
2.5,90,-160.1,-0.940238346427293,-3.55015494214585
2.5,90,-160,-0.893079167826383,-3.56383584255609
2.5,90,-159.9,-0.845752127224187,-3.57689795569333
2.5,90,-159.8,-0.798265298812015,-3.58933798852664
2.5,90,-159.7,-0.750626554276164,-3.60115278412203
2.5,90,-159.6,-0.702843560716993,-3.61233932120189
2.5,90,-159.5,-0.654923781041742,-3.6228947131477
2.5,90,-159.4,-0.606874476829854,-3.6328162064683
2.5,90,-159.3,-0.558702713641162,-3.64210117876233
2.5,90,-159.2,-0.5104153687097,-3.65074713620912
2.5,90,-159.1,-0.46201914093948,-3.65875171062716
2.5,90,-159,-0.413520563092028,-3.66611265614445
2.5,90,-158.9,-0.364926016032531,-3.67282784552813
2.5,90,-158.8,-0.316241744877428,-3.67889526622502
2.5,90,-158.7,-0.267473876866535,-3.68431301616656
2.5,90,-158.6,-0.21862844076402,-3.68907929939419
2.5,90,-158.5,-0.169711387576157,-3.69319242156243
2.5,90,-158.4,-0.120728612360549,-3.69665078537727
2.5,90,-158.3,-0.0716859768901233,-3.69945288602821
2.5,90,-158.2,-0.0225893329271822,-3.70159730667108
2.5,90,-158.1,0.026555454142572,-3.70308271401811
2.5,90,-158,0.075742481569161,-3.7039078540898
2.5,90,-157.9,0.124965785642571,-3.70407154818099
2.5,90,-157.8,0.174219318491834,-3.70357268909103
2.5,90,-157.7,0.22349692552229,-3.70241023766458
2.5,90,-157.6,0.272792323725906,-3.7005832196864
