"Freq [GHz]","Phi [deg]","Theta [deg]","re(rEX) [V]","im(rEX) [V]"
2.5,90,-180,-2.69635424364084,3.59792481426528
2.5,90,-179.9,-2.31131002063498,3.86053328863326
2.5,90,-179.8,-1.90088114781424,4.0820457253928
2.5,90,-179.7,-1.4694430144963,4.2600299266908
2.5,90,-179.6,-1.02160163464014,4.39251849560245
2.5,90,-179.5,-0.562144369761237,4.47803043123168
2.5,90,-179.4,-0.0959886612116279,4.51558750893963
2.5,90,-179.3,0.37187067719152,4.50472526589688
2.5,90,-179.2,0.836415039405133,4.4454984702844
2.5,90,-179.1,1.29265590380954,4.33848101193354
2.5,90,-179,1.73568842636962,4.18476021234821
2.5,90,-178.9,2.16074417323074,3.98592561224399
2.5,90,-178.8,2.56324242474047,3.74405235431409
2.5,90,-178.7,2.93883949808842,3.4616793372474
2.5,90,-178.6,3.28347555693699,3.14178237344633
2.5,90,-178.5,3.59341840334293,2.78774263680986
2.5,90,-178.4,3.86530377964614,2.40331073778096
2.5,90,-178.3,4.0961717454897,1.99256681004732
2.5,90,-178.2,4.28349873731013,1.55987703633381
2.5,90,-178.1,4.42522496405835,1.10984707915476
2.5,90,-178,4.51977684306612,0.647272915797589
2.5,90,-177.9,4.56608423331904,0.177089604826935
2.5,90,-177.8,4.56359227936099,-0.295681466279823
2.5,90,-177.7,4.51226773702477,-0.76598628635842
2.5,90,-177.6,4.41259971153625,-1.22879230234879
2.5,90,-177.5,4.26559479863104,-1.67914229728187
2.5,90,-177.4,4.07276667950238,-2.11220748627381
2.5,90,-177.3,3.83612028002084,-2.52333926074836
2.5,90,-177.2,3.55813066307894,-2.90811902566191
2.5,90,-177.1,3.24171687949692,-3.26240559502308
2.5,90,-177,2.89021105705615,-3.58237963728133
2.5,90,-176.9,2.50732305834053,-3.86458469389049
2.5,90,-176.8,2.09710108558731,-4.10596433122094
2.5,90,-176.7,1.66388865419384,-4.30389502756489
2.5,90,-176.6,1.21227839541325,-4.45621444282299
2.5,90,-176.5,0.747063182679764,-4.56124476807574
2.5,90,-176.4,0.273185104597395,-4.6178109050808
2.5,90,-176.3,-0.204317169439905,-4.62525328124404
2.5,90,-176.2,-0.680362067954788,-4.58343516317051
2.5,90,-176.1,-1.1498792663781,-4.49274439090096
2.5,90,-176,-1.60786372744559,-4.35408951473663
2.5,90,-175.9,-2.04942905550289,-4.16889037651007
2.5,90,-175.8,-2.4698595948085,-3.93906323662337
