"Freq [GHz]","Phi [deg]","Theta [deg]","re(rEX) [V]","im(rEX) [V]"
2.5,90,-180,-1.56862704887115,3.37667575559814
2.5,90,-179.9,-1.52987124729386,3.39570185659554
2.5,90,-179.8,-1.49089657247381,3.41427240885799
2.5,90,-179.7,-1.45171123734755,3.43238620332036
2.5,90,-179.6,-1.41232367610727,3.45004240502142
2.5,90,-179.5,-1.37274250343375,3.46724055282549
2.5,90,-179.4,-1.332976471626,3.48398055515079
2.5,90,-179.3,-1.29303442616675,3.50026268172103
2.5,90,-179.2,-1.252925260284,3.51608755140631
2.5,90,-179.1,-1.2126578690826,3.53145611626858
2.5,90,-179,-1.17224110382543,3.54636964197517
2.5,90,-178.9,-1.13168372694297,3.56082968478976
2.5,90,-178.8,-1.09099436834088,3.57483806539427
2.5,90,-178.7,-1.05018148355879,3.58839683983605
2.5,90,-178.6,-1.0092533143105,3.60150826793205
2.5,90,-178.5,-0.96821785190479,3.61417477949532
2.5,90,-178.4,-0.927082804009728,3.6263989387783
2.5,90,-178.3,-0.885855565179915,3.63818340755155
2.5,90,-178.2,-0.844543191517941,3.64953090725607
2.5,90,-178.1,-0.803152379787923,3.660444180681
2.5,90,-178,-0.76168945124125,3.67092595362717
2.5,90,-177.9,-0.720160340354093,3.68097889701916
2.5,90,-177.8,-0.678570588612117,3.69060558992601
2.5,90,-177.7,-0.636925343412732,3.69980848394138
2.5,90,-177.6,-0.595229362088527,3.70858986936005
2.5,90,-177.5,-0.553487020988994,3.71695184356724
2.5,90,-177.4,-0.511702329491729,3.72489628203251
2.5,90,-177.3,-0.469878948750347,3.73242481226963
2.5,90,-177.2,-0.428020214923943,3.73953879108923
2.5,90,-177.1,-0.386129166575003,3.74623928543214
2.5,90,-177,-0.344208575867367,3.75252705702885
2.5,90,-176.9,-0.302260983146891,3.75840255108456
2.5,90,-176.8,-0.26028873444199,3.76386588914122
2.5,90,-176.7,-0.218294021383338,3.76891686621732
2.5,90,-176.6,-0.176278923009913,3.77355495227435
2.5,90,-176.5,-0.134245448902749,3.77777929800676
2.5,90,-176.4,-0.0921955830707233,3.78158874489872
2.5,90,-176.3,-0.0501313280013116,3.7849818394398
2.5,90,-176.2,-0.00805474828695463,3.78795685133998
2.5,90,-176.1,0.0340319867581328,3.7905117955358
2.5,90,-176,0.0761265620632308,3.79264445773254
2.5,90,-175.9,0.118226477901201,3.79435242318385
2.5,90,-175.8,0.160329013649537,3.79563310836999
2.5,90,-175.7,0.202431194704462,3.79648379520034
2.5,90,-175.6,0.244529763000015,3.79690166733383
2.5,90,-175.5,0.286621151538192,3.79688384818505
2.5,90,-175.4,0.328701463284412,3.79642744016225
2.5,90,-175.3,0.370766454726983,3.79552956466802
2.5,90,-175.2,0.412811524338949,3.79418740238334
2.5,90,-175.1,0.454831706117653,3.79239823335216
2.5,90,-175,0.496821668312099,3.79015947638498
2.5,90,-174.9,0.538775717380757,3.78746872730844
2.5,90,-174.8,0.580687807155338,3.78432379560126
2.5,90,-174.7,0.622551553118348,3.78072273897632
2.5,90,-174.6,0.664360251636047,3.77666389549375
2.5,90,-174.5,0.706106903924207,3.77214591281959
2.5,90,-174.4,0.747784244462247,3.76716777427944
2.5,90,-174.3,0.789384773513569,3.76172882139579
2.5,90,-174.2,0.83090079335617,3.75582877264023
2.5,90,-174.1,0.872324447778815,3.7494677381785
2.5,90,-174,0.913647764355284,3.74264623043508
2.5,90,-173.9,0.954862698971918,3.73536517035524
2.5,90,-173.8,0.995961182054041,3.72762588929516
2.5,90,-173.7,1.03693516591311,3.71943012652439
2.5,90,-173.6,1.07777667262101,3.71078002237851
2.5,90,-173.5,1.1184778418095,3.70167810715318
2.5,90,-173.4,1.15903097779218,3.69212728588292
2.5,90,-173.3,1.19942859541331,3.68213081919832
2.5,90,-173.2,1.23966346404254,3.67169230050339
2.5,90,-173.1,1.27972864915649,3.66081562975941
2.5,90,-173,1.31961755097717,3.64950498420366
2.5,90,-172.9,1.35932393967305,3.63776478636789
2.5,90,-172.8,1.39884198667059,3.62559966979506
2.5,90,-172.7,1.43816629167188,3.61301444288002
